sample_id,sample_group,label_type,label,chatgpt_label,doubao_label,human_label,mixed_reference,reference_source,regex_prediction,reference_internal_label,included_in_evaluation
P0030,需要對話上下文,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0030,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0030,需要對話上下文,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0030,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0030,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0030,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0030,需要對話上下文,任務,教材編寫,是,否,,,未解決,,否,否
P0031,Codex內部提示,領域,醫學領域,否,否,,否,雙AI共識,否,,否
P0031,Codex內部提示,領域,工程領域,是,否,,,未解決,否,,否
P0031,Codex內部提示,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0031,Codex內部提示,領域,其他／未明領域,是,是,,是,雙AI共識,否,,否
P0031,Codex內部提示,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0031,Codex內部提示,任務,撰寫文檔,否,否,,否,雙AI共識,否,,否
P0031,Codex內部提示,任務,撰寫程式,是,否,,,未解決,否,,否
P0031,Codex內部提示,任務,問題回答,否,否,,否,雙AI共識,否,,否
P0031,Codex內部提示,任務,其他任務,是,是,,是,雙AI共識,否,,否
P0031,Codex內部提示,內部提示,Codex內部提示,是,否,,,未解決,是,,否
P0031,Codex內部提示,領域,數學領域,否,否,,否,雙AI共識,,,否
P0031,Codex內部提示,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0032,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,是,否
P0032,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,否,是,否
P0032,一般代表樣本,領域,商業領域,是,否,,,未解決,是,是,否
P0032,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,是,否
P0032,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,是,否
P0032,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,否,是,否
P0032,一般代表樣本,任務,撰寫程式,是,是,,是,雙AI共識,是,是,否
P0032,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,是,否
P0032,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,是,否
P0032,一般代表樣本,內部提示,Codex內部提示,是,是,,是,雙AI共識,否,是,是
P0032,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,是,否
P0032,一般代表樣本,任務,教材編寫,是,否,,,未解決,,是,否
P0033,一般代表樣本,領域,醫學領域,是,否,,,未解決,否,否,否
P0033,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0033,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0033,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0033,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0033,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0033,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,否,否
P0033,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0033,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0033,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0033,一般代表樣本,領域,數學領域,是,是,,是,雙AI共識,,否,否
P0033,一般代表樣本,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0034,高費用Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0034,高費用Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0034,高費用Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0034,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0034,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0034,高費用Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0034,高費用Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0034,高費用Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0034,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0034,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0034,高費用Prompt,領域,數學領域,是,否,,,未解決,,否,否
P0034,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0035,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0035,需要對話上下文,領域,工程領域,是,否,,,未解決,是,否,否
P0035,需要對話上下文,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0035,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0035,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0035,需要對話上下文,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0035,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0035,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0035,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0035,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0035,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0035,需要對話上下文,任務,教材編寫,是,否,,,未解決,,否,否
P0036,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,否,否
P0036,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0036,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0036,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0036,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0036,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0036,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0036,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0036,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0036,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0036,一般代表樣本,領域,數學領域,是,是,,是,雙AI共識,,否,否
P0036,一般代表樣本,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0037,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0037,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0037,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0037,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0037,一般代表樣本,任務,編製PPT,是,否,,,未解決,否,否,否
P0037,一般代表樣本,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0037,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0037,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0037,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0037,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0037,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0037,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0038,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0038,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0038,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0038,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0038,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,否,否
P0038,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0038,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0038,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0038,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0038,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0038,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0038,一般代表樣本,任務,教材編寫,是,否,,,未解決,,否,否
P0039,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0039,一般代表樣本,領域,工程領域,否,是,,,未解決,否,否,否
P0039,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0039,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0039,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0039,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0039,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0039,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0039,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0039,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0039,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0039,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0040,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,領域,其他／未明領域,是,是,,是,雙AI共識,是,否,是
P0040,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0040,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0040,未明／規則弱點,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0040,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0040,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0041,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,否,否,是
P0041,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0041,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0041,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0041,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,否,否
P0041,多標籤Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0041,多標籤Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0041,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0041,多標籤Prompt,任務,其他任務,否,是,,,未解決,否,否,否
P0041,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0041,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0041,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0042,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0042,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0042,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0042,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0042,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0042,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0042,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0042,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0042,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0042,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0042,一般代表樣本,領域,數學領域,是,否,,,未解決,,否,否
P0042,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0043,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,,否
P0043,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,,否
P0043,一般代表樣本,領域,商業領域,是,否,,,未解決,是,,否
P0043,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,,否
P0043,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0043,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,否,,否
P0043,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,,否
P0043,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,,否
P0043,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0043,一般代表樣本,內部提示,Codex內部提示,是,否,,,未解決,否,,否
P0043,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,,否
P0043,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0044,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0044,一般代表樣本,領域,工程領域,否,是,,,未解決,否,否,否
P0044,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0044,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0044,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0044,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0044,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0044,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0044,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0044,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0044,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0044,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0045,高費用Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,領域,其他／未明領域,是,是,,是,雙AI共識,是,否,是
P0045,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0045,高費用Prompt,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0045,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0045,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0045,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0046,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0046,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0046,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0046,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0046,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,否,否
P0046,多標籤Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0046,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0046,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0046,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0046,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
